Key,Values
HL,"2005-12-13, 2006-05-04, 2006-08-02, 2007-02-21, 2007-08-08, 2008-02-22, 2008-08-05, 2008-11-05, 2009-02-24, 2009-04-28, 2009-07-29, 2009-11-03, 2010-02-18, 2010-05-12, 2010-11-06, 2011-05-09, 2011-08-09, 2011-11-08, 2012-02-22, 2012-05-08, 2012-08-09, 2012-11-08, 2013-02-25, 2013-05-10, 2013-08-08, 2013-11-05, 2014-02-19, 2014-05-06, 2014-07-31, 2014-11-05, 2015-02-18, 2015-05-08, 2015-08-06, 2015-11-04, 2016-02-24, 2016-05-05, 2016-08-04, 2016-11-08, 2017-02-23, 2017-05-08, 2017-08-04, 2017-11-07, 2018-02-15, 2018-05-10, 2018-08-09, 2018-11-08, 2019-02-21, 2019-05-09, 2019-08-07, 2019-11-07, 2020-02-06, 2020-05-07, 2021-05-06"
MUX,"2008-07-15, 2012-11-07, 2013-03-11, 2015-08-09, 2015-11-09, 2016-03-14, 2016-05-10, 2016-08-08, 2016-11-07, 2017-03-02, 2017-05-06, 2017-08-04, 2017-11-05, 2018-02-26, 2018-05-03, 2018-08-01, 2018-10-31, 2019-02-21, 2019-05-02, 2019-08-01, 2019-10-31, 2020-08-12, 2022-03-09, 2022-05-13, 2022-08-12"
NEU,"2010-01-29, 2012-10-26, 2013-01-29, 2013-04-25, 2013-07-31, 2013-10-29, 2014-01-31, 2014-04-24, 2014-07-30, 2014-11-02, 2015-01-30, 2015-04-23, 2015-07-29, 2015-10-27, 2016-02-02, 2016-04-29, 2016-07-31, 2016-10-28, 2017-02-01, 2017-04-28, 2017-08-05, 2017-10-27, 2018-02-07, 2018-04-27, 2018-08-09, 2018-10-26, 2019-02-07, 2019-04-25, 2019-08-03, 2019-10-24, 2020-02-04, 2020-04-23, 2021-07-30, 2021-10-26, 2022-02-03, 2022-04-28, 2022-08-07, 2022-10-25"
IPI,"2008-08-14, 2008-11-12, 2009-03-06, 2009-05-08, 2009-08-07, 2009-11-06, 2010-03-01, 2010-05-05, 2010-08-07, 2010-11-06, 2011-02-24, 2011-05-06, 2011-08-04, 2011-11-03, 2012-02-16, 2012-05-04, 2012-08-02, 2012-11-01, 2013-02-15, 2013-05-02, 2013-08-01, 2013-11-01, 2014-02-13, 2014-05-01, 2014-08-03, 2014-11-01, 2015-02-19, 2015-04-28, 2015-07-28, 2015-10-27, 2016-02-29, 2016-05-09, 2016-08-02, 2016-11-02, 2017-02-28, 2017-05-02, 2017-08-02, 2017-10-30, 2018-02-27, 2018-04-24, 2018-08-02, 2018-10-30, 2019-03-12, 2019-05-07, 2019-08-06, 2019-11-05, 2020-03-03, 2020-08-05, 2021-11-02, 2022-05-03"
TRS,"2008-11-10, 2009-03-10, 2013-02-26, 2013-04-26, 2013-07-25, 2013-10-28, 2014-02-20, 2014-04-29, 2014-07-31, 2014-10-28, 2015-02-25, 2015-04-28, 2015-08-04, 2015-10-29, 2016-02-25, 2016-04-28, 2016-07-28, 2016-10-27, 2017-02-28, 2017-04-27, 2017-07-27, 2017-10-28, 2018-02-27, 2018-04-28, 2018-08-13, 2018-10-30, 2019-03-02, 2019-05-04, 2019-07-31, 2019-11-04, 2020-03-01, 2020-08-01, 2021-05-01, 2021-07-31, 2021-10-29, 2022-07-30, 2022-10-29"
SLGN,"2011-07-27, 2011-10-26, 2012-02-01, 2012-04-26, 2012-07-25, 2012-10-24, 2013-01-30, 2013-04-24, 2013-07-24, 2013-10-23, 2014-01-29, 2014-04-30, 2014-07-24, 2014-10-22, 2015-02-04, 2015-04-30, 2015-07-22, 2015-10-21, 2016-02-03, 2016-04-27, 2016-07-27, 2016-10-26, 2017-02-01, 2017-04-27, 2017-07-26, 2017-10-25, 2018-01-31, 2018-04-25, 2018-07-25, 2018-10-25, 2019-01-30, 2019-04-24, 2019-07-24, 2019-10-23, 2020-01-30, 2020-04-22, 2020-07-22, 2020-10-21, 2021-01-27, 2021-07-28, 2022-07-27, 2022-10-26"
PTVE,2022-11-11
RYI,"2015-05-09, 2015-08-13, 2015-11-13, 2016-03-10, 2016-05-06, 2016-08-10, 2016-11-05, 2017-03-14, 2017-05-07, 2017-08-04, 2017-11-08, 2018-03-06, 2018-05-03, 2018-08-02, 2018-11-02, 2019-03-06, 2019-05-04, 2019-08-10, 2019-11-04, 2021-05-08, 2021-08-07, 2022-02-25, 2022-05-07, 2022-08-06, 2022-11-05"
KRO,"2011-08-03, 2011-11-05, 2012-03-06, 2012-05-09, 2012-08-09"
TSE,"2015-03-05, 2015-05-07, 2015-08-05, 2015-11-05, 2016-03-03, 2016-05-04, 2016-08-03, 2016-11-02, 2017-02-23, 2017-05-03, 2017-08-06, 2017-11-04, 2018-02-20, 2018-05-05, 2018-08-04, 2018-11-10, 2019-02-15, 2019-05-04, 2019-08-09, 2019-11-06, 2020-02-07, 2020-05-10, 2021-08-07, 2022-05-05, 2022-11-05"
SEE,"2008-01-30, 2008-05-01, 2008-07-30, 2008-10-29, 2009-01-26, 2009-04-29, 2009-07-29, 2009-10-28, 2010-01-25, 2010-04-28, 2010-07-28, 2010-10-27, 2011-01-24, 2011-04-27, 2011-07-27, 2011-10-26, 2012-02-09, 2012-05-03, 2012-08-02, 2012-11-02, 2013-02-19, 2013-05-01, 2013-08-02, 2013-10-30, 2014-02-06, 2014-04-30, 2014-07-30, 2014-10-29, 2015-02-10, 2015-04-30, 2015-07-30, 2015-10-27, 2016-02-10, 2016-04-28, 2016-07-28, 2016-10-31, 2017-02-09, 2017-05-09, 2017-08-08, 2017-11-08, 2018-02-08, 2018-05-03, 2018-08-02, 2018-11-01, 2019-02-08, 2019-05-02, 2019-08-02, 2019-11-06, 2020-02-11, 2020-05-05, 2021-05-04, 2021-08-03, 2022-02-17, 2022-08-02, 2022-11-01"
VVV,"2017-04-26, 2017-08-05, 2017-11-11, 2018-02-08, 2018-05-05, 2018-08-04, 2018-11-11, 2019-02-07, 2019-05-03, 2019-08-04, 2019-11-10, 2020-02-04, 2020-08-05, 2021-04-30, 2021-08-06, 2021-11-05, 2022-02-09"
SXT,"2013-02-08, 2013-04-19, 2013-07-26, 2013-10-18, 2014-02-11, 2014-04-15, 2014-07-25, 2014-10-24, 2015-02-06, 2015-04-21, 2015-07-24, 2015-10-22, 2016-02-05, 2016-04-20, 2016-07-22, 2016-10-21, 2017-02-10, 2017-04-26, 2017-07-21, 2017-10-20, 2018-02-09, 2018-04-25, 2018-07-20, 2018-10-19, 2019-02-15, 2019-05-04, 2019-07-19, 2019-10-18, 2020-02-14, 2020-04-29, 2020-07-17, 2020-10-16"
CCK,"2008-01-31, 2008-04-17, 2008-07-17, 2008-10-16, 2011-07-20, 2011-10-19, 2012-02-02, 2012-04-19, 2012-07-19, 2012-10-18, 2013-01-31, 2013-04-18, 2013-07-18, 2013-10-17, 2014-02-04, 2014-04-17, 2014-07-22, 2014-10-17, 2015-02-10, 2015-04-17, 2015-07-21, 2015-10-20, 2016-02-04, 2016-04-21, 2016-07-21, 2016-10-20, 2017-02-03, 2017-04-20, 2017-07-20, 2017-10-19, 2018-02-08, 2018-04-19, 2018-07-19, 2018-10-18, 2019-02-07, 2019-04-18, 2019-07-18, 2019-10-17, 2020-02-05, 2020-04-21, 2020-07-21, 2020-10-20, 2021-02-10, 2022-10-25"
PACK,"2021-05-09, 2022-07-30, 2022-11-01"
CLF,"2008-02-22, 2008-05-06, 2008-07-31, 2008-10-30, 2009-02-26, 2009-08-01, 2010-02-18, 2010-07-29, 2011-02-17, 2011-04-29, 2011-07-28, 2011-10-28, 2012-02-16, 2012-04-26, 2012-07-27, 2012-10-25, 2013-02-13, 2013-07-26, 2013-10-25, 2014-04-25, 2014-07-24, 2014-10-29, 2015-02-05, 2015-05-01, 2015-07-29, 2015-10-30, 2016-01-28, 2016-04-29, 2016-07-28, 2016-10-27, 2017-02-09, 2017-04-27, 2017-07-27, 2017-10-21, 2018-01-25, 2018-04-20, 2018-07-20, 2018-10-19, 2019-02-09, 2019-04-25, 2019-07-19, 2019-10-23, 2020-02-20, 2020-05-12, 2021-07-22, 2021-10-22, 2022-02-11, 2022-04-22"
GEF,"2007-12-06, 2011-09-02, 2011-12-08, 2012-03-01, 2012-06-08, 2012-08-30, 2012-12-12, 2013-02-28, 2013-06-06, 2013-09-05, 2013-12-11, 2014-02-27, 2014-06-05, 2014-08-28, 2015-01-16, 2015-03-05, 2015-06-10, 2015-09-04, 2015-12-11, 2016-03-10, 2016-06-09, 2016-09-01, 2016-12-08, 2017-03-02, 2017-06-08, 2017-08-31, 2017-12-07, 2018-03-01, 2018-06-07, 2018-08-30, 2018-12-06, 2019-02-28, 2019-06-06, 2019-08-29, 2019-12-05, 2020-02-27, 2020-06-04, 2020-08-27, 2021-02-26"
BVN,"2006-10-31, 2013-08-01, 2014-08-01, 2015-02-27, 2015-05-04, 2015-08-02, 2015-10-31, 2016-02-26, 2016-04-29, 2016-10-28, 2017-04-29, 2017-07-29, 2017-10-30, 2018-03-01, 2018-04-27, 2018-07-29, 2018-10-26, 2019-02-22, 2019-05-02, 2019-07-26, 2019-10-31, 2020-02-21, 2020-05-19, 2021-08-03, 2021-10-29"
SCHN.SW,"2007-10-29, 2008-01-07, 2008-04-03, 2010-10-21, 2011-01-07, 2011-10-21, 2012-01-09, 2012-04-05, 2012-06-28, 2012-10-25, 2013-04-03, 2013-10-29, 2014-01-08, 2014-04-03, 2014-06-26, 2014-10-28, 2015-01-08, 2015-04-07, 2015-06-30, 2015-10-28, 2016-01-07, 2016-04-06, 2016-06-30, 2016-10-25, 2017-01-05, 2017-04-06, 2017-06-26, 2017-10-24, 2018-01-09, 2018-04-05, 2019-01-09, 2019-04-04, 2019-06-26, 2019-10-24, 2020-01-08, 2020-04-02, 2020-07-01, 2020-10-22, 2021-01-07, 2022-01-06, 2022-06-29"
LPX,"2007-10-29, 2008-02-06, 2008-05-06, 2008-07-29, 2008-11-04, 2009-03-02, 2009-05-05, 2009-08-04, 2009-11-03, 2010-02-10, 2010-07-31, 2011-02-10, 2011-05-09, 2011-07-30, 2011-11-07, 2012-02-07, 2012-05-07, 2012-07-31, 2012-11-06, 2013-02-08, 2013-05-07, 2013-08-06, 2013-11-05, 2014-02-13, 2014-05-08, 2014-08-06, 2014-11-06, 2015-02-11, 2015-05-05, 2015-08-04, 2015-11-03, 2016-02-12, 2016-05-10, 2016-08-04, 2016-10-31, 2017-02-08, 2017-05-05, 2017-08-01, 2017-11-06, 2018-02-13, 2018-05-07, 2018-08-08, 2018-11-06, 2019-02-13, 2019-05-08, 2019-08-06, 2019-11-05, 2020-02-11, 2020-05-06, 2021-05-04, 2021-08-03, 2021-11-02, 2022-02-22, 2022-05-03, 2022-11-01"
MERC,"2008-02-19, 2010-11-02, 2012-11-02, 2013-02-14, 2013-05-03, 2013-08-02, 2013-11-01, 2014-02-14, 2014-05-02, 2014-08-01, 2014-10-31, 2015-02-13, 2015-05-01, 2015-07-31, 2015-10-30, 2016-02-12, 2016-04-29, 2016-07-29, 2016-10-28, 2017-02-10, 2017-04-28, 2017-07-28, 2017-10-27, 2018-02-16, 2018-05-04, 2018-07-27, 2018-10-26, 2019-02-15, 2019-05-03, 2019-08-02, 2019-11-01, 2020-02-14, 2020-05-01, 2021-02-17, 2021-04-30, 2021-10-29, 2022-07-29"
HUN,"2007-11-09, 2008-02-22, 2008-05-09, 2008-07-30, 2008-11-07, 2009-02-26, 2009-05-08, 2009-08-06, 2009-11-04, 2010-02-19, 2010-08-05, 2011-02-17, 2011-05-05, 2011-08-04, 2011-11-02, 2012-02-16, 2012-05-01, 2012-08-01, 2012-11-02, 2013-02-12, 2013-05-01, 2013-07-31, 2013-10-29, 2014-02-11, 2014-04-29, 2014-07-30, 2014-10-28, 2015-02-18, 2015-04-30, 2015-07-29, 2015-10-27, 2016-02-11, 2016-04-28, 2016-07-27, 2016-10-28, 2017-02-15, 2017-04-26, 2017-07-27, 2017-10-27, 2018-02-23, 2018-05-01, 2018-07-31, 2018-10-30, 2019-02-12, 2019-04-30, 2019-07-30, 2019-10-25, 2020-02-13, 2020-05-01, 2021-07-30, 2021-10-29, 2022-02-15, 2022-04-28, 2022-08-02"
CENX,"2008-02-15, 2008-04-30, 2008-07-26, 2008-10-22, 2009-02-20, 2009-04-22, 2009-07-24, 2009-10-28, 2010-02-24, 2010-04-28, 2010-07-28, 2010-10-27, 2011-02-16, 2011-05-04, 2011-08-05, 2011-10-26, 2012-02-24, 2012-04-25, 2012-07-24, 2012-11-02, 2013-02-22, 2013-04-26, 2013-07-31, 2013-11-05, 2014-02-21, 2014-04-25, 2014-07-31, 2014-10-30, 2015-02-25, 2015-05-01, 2015-08-07, 2015-10-30, 2016-02-19, 2016-04-29, 2016-07-29, 2016-10-28, 2017-02-24, 2017-04-26, 2017-08-03, 2017-10-27, 2018-02-23, 2018-05-04, 2018-08-02, 2018-10-26, 2019-02-22, 2019-05-01, 2019-08-04, 2019-11-06, 2020-02-21, 2020-05-03, 2021-02-18, 2021-05-05, 2021-08-04, 2021-11-03, 2022-02-24, 2022-04-28, 2022-08-09, 2022-11-07"
OEC,"2015-03-05, 2015-05-08, 2015-08-08, 2015-10-31, 2016-03-04, 2016-05-06, 2016-08-05, 2016-11-06, 2017-02-24, 2017-05-06, 2017-08-04, 2017-11-03, 2018-02-23, 2018-05-18, 2018-08-05, 2018-11-02, 2019-03-08, 2019-05-03, 2019-08-02, 2019-11-01, 2020-02-21, 2020-05-08, 2021-05-08"
BCPC,"2010-05-05, 2012-08-01, 2012-11-02, 2013-02-21, 2013-05-03, 2013-07-31, 2013-11-05, 2014-02-27, 2014-05-05, 2014-08-08, 2014-11-10, 2015-02-25, 2015-05-05, 2015-08-09, 2015-11-04, 2016-02-29, 2016-05-10, 2016-08-05, 2016-11-04, 2017-02-28, 2017-05-13, 2017-08-05, 2017-11-12, 2018-02-28, 2018-05-04, 2018-08-04, 2018-11-10, 2019-03-03, 2019-05-05, 2019-08-04, 2019-11-05, 2020-02-21, 2020-05-01, 2021-02-19, 2021-05-01, 2021-07-31, 2021-10-29, 2022-04-29, 2022-07-29, 2022-11-04"
KOP,"2009-05-07, 2009-11-06, 2010-05-07, 2010-11-06, 2013-02-15, 2013-05-03, 2013-08-09, 2013-11-07, 2014-02-13, 2014-05-05, 2014-08-07, 2014-11-10, 2015-02-27, 2015-05-08, 2015-08-09, 2015-11-05, 2016-02-25, 2016-05-06, 2016-08-04, 2016-11-03, 2017-02-24, 2017-05-06, 2017-08-05, 2017-11-09, 2018-02-27, 2018-05-03, 2018-08-13, 2018-11-10, 2019-03-01, 2020-03-01, 2021-02-26, 2021-05-09, 2021-08-07, 2022-05-06, 2022-08-05"
TX,"2013-02-20, 2013-04-30, 2013-07-31, 2013-11-06, 2014-04-30, 2014-07-30, 2014-11-06, 2015-02-19, 2015-08-05, 2015-11-07, 2016-11-06, 2017-11-02, 2018-02-21, 2018-04-29, 2018-08-01, 2018-11-03, 2019-02-20, 2019-05-03, 2019-08-01, 2019-10-30, 2020-02-19, 2020-04-29, 2021-02-24, 2021-04-28, 2021-08-04, 2022-02-16"
MTRN,"2013-02-28, 2013-04-25, 2013-07-26, 2013-10-24, 2014-02-27, 2014-04-24, 2014-07-24, 2014-10-23, 2015-02-20, 2015-04-30, 2015-08-01, 2015-10-30, 2016-02-19, 2016-04-29, 2016-08-01, 2016-10-27, 2017-02-17, 2017-04-28, 2017-07-27, 2017-10-26, 2018-02-15, 2018-04-29, 2018-07-26, 2018-10-25, 2019-02-16, 2019-05-03, 2019-07-26, 2019-10-24, 2020-02-14, 2020-04-23, 2020-07-23, 2020-10-22, 2021-02-18, 2021-05-01, 2022-04-29"
ECVT,"2021-08-07, 2021-11-13, 2022-04-30, 2022-07-29, 2022-11-01"
IOSP,"2008-08-29, 2009-02-20, 2009-05-08, 2013-02-14, 2013-05-07, 2013-11-06, 2014-02-13, 2014-08-07, 2014-11-05, 2015-02-18, 2015-05-06, 2015-08-05, 2015-11-04, 2016-02-17, 2016-05-07, 2016-08-03, 2016-11-06, 2017-02-15, 2017-05-10, 2017-08-09, 2017-11-08, 2018-02-14, 2018-05-09, 2018-08-11, 2018-11-07, 2019-02-20, 2019-05-12, 2019-08-11, 2019-11-10, 2020-02-19, 2020-08-09, 2021-05-08"
LOMA,"2018-08-10, 2018-11-12, 2019-03-08, 2019-08-10, 2020-03-11, 2020-05-13, 2022-05-09"
KALU,"2007-11-15, 2008-02-21, 2013-02-20, 2013-04-25, 2013-07-25, 2013-10-18, 2014-02-18, 2014-04-24, 2014-07-25, 2014-10-21, 2015-02-18, 2015-04-29, 2015-07-22, 2015-10-22, 2016-02-17, 2016-04-21, 2016-07-21, 2016-10-21, 2017-02-23, 2017-04-20, 2017-07-20, 2017-10-19, 2018-02-22, 2018-04-27, 2018-07-24, 2018-10-18, 2019-02-22, 2019-04-24, 2019-07-25, 2019-10-24, 2020-02-20, 2020-04-20, 2020-07-23, 2020-10-22, 2021-02-27, 2021-05-01, 2021-07-22, 2021-10-21, 2022-02-24, 2022-07-26"
CSTM,"2014-03-20, 2015-03-12, 2015-05-14, 2015-08-08, 2015-11-06, 2016-03-16, 2016-05-12, 2016-08-03, 2016-11-10, 2017-03-09, 2017-04-30, 2017-07-27, 2017-10-27, 2018-02-23, 2018-04-28, 2018-07-25, 2018-10-25, 2019-02-21, 2019-04-24, 2019-07-24, 2019-10-23, 2020-02-20, 2020-04-29, 2021-02-26, 2021-04-28, 2021-07-28, 2022-02-23, 2022-07-27, 2022-10-26"
SUM,"2015-11-03, 2016-02-11, 2016-11-02, 2017-02-22, 2017-05-03, 2017-08-02, 2017-10-30, 2018-02-14, 2018-05-13, 2018-08-03, 2018-11-11, 2019-02-06, 2019-05-08, 2019-08-04, 2019-10-31, 2020-02-05, 2020-07-22, 2021-02-24, 2021-05-11, 2022-02-24"
SLVM,"2021-11-12, 2022-02-11, 2022-11-10"
AMBP,"2021-10-31, 2022-04-30, 2022-10-29"
AVD,"2008-11-18, 2009-03-09, 2010-05-08, 2012-11-01, 2013-02-28, 2013-05-03, 2013-08-05, 2013-11-01, 2014-02-28, 2014-05-02, 2014-08-02, 2014-10-31, 2015-02-28, 2015-05-03, 2015-08-02, 2015-11-02, 2016-03-02, 2016-05-04, 2016-08-03, 2016-11-02, 2017-03-07, 2017-05-05, 2017-08-01, 2017-11-04, 2018-03-13, 2018-08-07, 2018-11-06, 2019-05-10, 2019-08-12, 2019-11-10, 2020-03-09, 2020-08-09, 2021-03-11, 2021-05-08, 2021-08-09, 2021-11-08, 2022-03-08, 2022-11-12"
MYE,"2013-04-24, 2013-10-24, 2014-02-21, 2014-07-26, 2014-10-29, 2015-02-26, 2015-05-01, 2015-07-23, 2015-10-31, 2016-02-25, 2016-05-02, 2016-08-03, 2016-11-08, 2017-03-09, 2017-05-08, 2017-08-01, 2017-11-07, 2018-03-06, 2018-05-07, 2018-07-30, 2018-11-06, 2019-03-01, 2019-05-08, 2019-08-04, 2019-11-08, 2020-03-03, 2020-08-01, 2021-05-08, 2022-10-29"
MP,"2021-03-18, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-24, 2022-05-05, 2022-08-04, 2022-11-03"
GSM,"2012-08-21, 2012-11-07, 2013-02-08, 2013-05-07, 2013-08-21, 2013-11-05, 2014-02-07, 2014-05-10, 2014-08-27, 2014-11-06, 2015-02-10, 2015-05-09, 2015-08-26, 2016-05-19, 2016-08-26, 2016-11-14, 2017-03-17, 2017-05-22, 2017-08-30, 2017-11-28, 2018-02-27, 2018-05-22, 2018-08-22, 2018-11-27, 2019-02-26, 2019-06-04, 2019-09-04, 2019-12-03, 2020-03-03, 2020-06-09, 2020-09-01"
ASPN,"2015-02-27, 2015-05-08, 2015-08-07, 2015-11-09, 2016-02-26, 2016-05-07, 2016-08-07, 2016-11-06, 2017-02-24, 2017-05-07, 2017-08-04, 2017-11-03, 2018-02-23, 2018-05-06, 2018-08-03, 2018-11-02, 2019-02-22, 2019-05-05, 2019-08-04, 2019-11-01, 2020-02-21, 2020-05-02, 2021-02-18, 2021-04-30, 2021-07-30, 2021-10-28, 2022-02-17, 2022-07-30, 2022-10-28"
HCC,"2008-02-26, 2008-05-07, 2008-08-06, 2008-11-05, 2009-02-25, 2010-05-05, 2010-08-04, 2010-11-03, 2011-08-03, 2011-11-02, 2012-02-22, 2012-05-02, 2012-08-01, 2012-10-31, 2013-02-13, 2015-04-29, 2017-08-05, 2017-11-11, 2018-02-15, 2018-05-03, 2018-08-01, 2018-11-01, 2019-02-24, 2019-05-04, 2019-08-01, 2019-10-31, 2020-02-20, 2020-04-30, 2021-02-24, 2021-05-08, 2021-08-04, 2021-11-02, 2022-02-22, 2022-05-07, 2022-08-03, 2022-11-02"
AA,"2007-01-10, 2007-04-11, 2007-07-10, 2007-10-10, 2008-01-10, 2008-04-08, 2008-07-09, 2008-10-08, 2009-01-13, 2009-07-14, 2010-01-12, 2010-04-13, 2010-07-13, 2010-10-08, 2011-01-11, 2011-04-12, 2011-07-12, 2011-10-12, 2012-01-10, 2012-04-11, 2012-07-10, 2012-10-09, 2013-01-09, 2013-04-09, 2013-07-09, 2013-10-09, 2014-01-10, 2014-04-09, 2014-07-09, 2014-10-09, 2015-01-13, 2015-04-09, 2015-07-09, 2015-10-09, 2016-01-12, 2016-04-12, 2016-07-12, 2016-10-11, 2017-01-25, 2017-10-19, 2018-01-18, 2018-04-19, 2018-07-19, 2018-10-18, 2019-01-17, 2019-04-18, 2019-07-18, 2019-10-17, 2020-01-16, 2020-04-23, 2020-07-16, 2020-10-15, 2021-01-20, 2021-04-15, 2021-07-15, 2021-10-14, 2022-01-19, 2022-04-20, 2022-07-20, 2022-10-19"
GPK,"2008-05-09, 2008-08-21, 2008-11-25, 2009-02-27, 2009-05-07, 2009-08-05, 2009-11-05, 2010-02-23, 2010-05-06, 2010-08-05, 2010-11-04, 2011-02-24, 2011-04-22, 2011-07-28, 2011-10-28, 2012-02-23, 2012-04-26, 2012-07-26, 2012-10-26, 2013-02-07, 2013-04-25, 2013-07-25, 2013-10-30, 2014-02-06, 2014-04-24, 2014-07-24, 2014-10-21, 2015-02-05, 2015-04-23, 2015-07-23, 2015-10-22, 2016-02-09, 2016-04-26, 2016-07-26, 2016-10-25, 2017-02-07, 2017-04-25, 2017-07-25, 2017-10-25, 2018-02-07, 2018-04-24, 2018-07-24, 2018-10-23, 2019-01-30, 2019-04-23, 2019-07-23, 2019-10-22, 2020-01-28, 2020-04-21, 2020-07-21, 2020-10-21, 2021-02-02, 2021-07-27"
ESI,"2008-01-24, 2008-04-25, 2008-07-24, 2009-01-22, 2009-04-24, 2011-07-22, 2012-01-26, 2012-07-26, 2016-04-29, 2019-05-04, 2019-08-02, 2019-11-10, 2020-02-26, 2020-05-02, 2021-02-25, 2021-07-30, 2022-07-30"
TMST,"2015-01-30, 2015-05-01, 2015-08-01, 2015-10-30, 2016-01-29, 2016-04-29, 2016-07-31, 2016-10-28, 2017-02-17, 2017-04-28, 2017-08-01, 2017-10-27, 2018-01-26, 2018-04-27, 2018-07-27, 2018-10-26, 2019-02-21, 2020-05-08, 2021-11-05, 2022-05-07, 2022-08-05"
ASH,"2007-10-30, 2009-10-28, 2010-01-26, 2011-07-28, 2011-11-09, 2012-01-24, 2012-04-24, 2012-07-26, 2012-10-30, 2013-01-29, 2013-04-24, 2013-07-25, 2013-11-05, 2014-01-28, 2014-05-01, 2014-08-01, 2014-11-06, 2015-01-27, 2015-04-30, 2015-07-30, 2015-11-04, 2016-01-26, 2016-04-27, 2016-07-27, 2016-11-09, 2017-01-28, 2017-04-26, 2017-08-04, 2017-11-07, 2018-01-31, 2018-05-02, 2018-08-01, 2018-11-07, 2019-02-06, 2019-05-01, 2019-07-31, 2019-11-19, 2020-01-28, 2020-07-29, 2021-04-30"
RGLD,"2008-05-14, 2009-02-05, 2010-02-04, 2010-05-06, 2010-11-05, 2011-08-11, 2012-05-03, 2012-08-09, 2012-11-01, 2013-01-31, 2013-05-02, 2013-08-08, 2014-05-01, 2014-08-07, 2014-10-30, 2015-01-30, 2015-04-30, 2015-08-06, 2015-11-05, 2016-02-04, 2016-04-28, 2016-08-11, 2016-11-03, 2017-02-02, 2017-05-11, 2017-08-10, 2017-11-02, 2018-02-09, 2018-05-03, 2018-08-10, 2018-11-01, 2019-02-07, 2019-05-03, 2019-08-08, 2019-11-07, 2020-02-06, 2020-05-07, 2021-02-04, 2021-05-06"
SCL,"2009-02-12, 2013-02-20, 2013-05-01, 2013-07-24, 2013-10-21, 2014-02-20, 2014-04-30, 2014-07-23, 2014-10-22, 2015-02-18, 2015-04-29, 2015-07-22, 2015-10-21, 2016-02-24, 2016-04-26, 2016-07-20, 2016-10-18, 2017-02-22, 2017-04-25, 2017-07-26, 2018-04-24, 2018-07-25, 2018-10-24, 2019-02-23, 2019-05-02, 2019-07-25, 2019-10-23, 2020-02-20, 2020-04-21, 2020-07-22, 2020-10-21, 2022-07-27, 2022-10-19"
ATR,"2008-02-08, 2009-10-15, 2011-07-20, 2011-10-28, 2012-02-10, 2012-04-26, 2012-07-27, 2012-11-02, 2013-02-08, 2013-04-26, 2013-07-26, 2013-10-31, 2014-02-07, 2014-04-25, 2014-07-22, 2014-10-31, 2015-02-06, 2015-05-01, 2015-08-02, 2015-10-30, 2016-02-05, 2016-04-29, 2016-07-30, 2016-10-29, 2017-02-10, 2017-04-28, 2017-07-28, 2017-10-27, 2018-02-13, 2018-04-27, 2018-07-27, 2018-11-02, 2019-02-25, 2019-05-04, 2019-08-04, 2019-11-01, 2020-02-21, 2020-05-01, 2021-07-31, 2021-10-29"
CC,"2016-02-24, 2016-05-03, 2016-08-09, 2016-11-07, 2017-02-16, 2017-05-02, 2017-08-04, 2017-11-04, 2018-02-15, 2018-05-04, 2018-08-03, 2018-11-02, 2019-02-15, 2019-05-03, 2019-08-02, 2019-11-05, 2020-02-14, 2020-07-31"
CRS,"2008-04-30, 2008-10-28, 2009-01-27, 2009-04-28, 2009-07-31, 2009-10-27, 2010-01-26, 2010-04-27, 2011-01-25, 2011-04-26, 2011-07-28, 2011-10-25, 2012-01-26, 2012-04-25, 2012-07-31, 2012-10-23, 2013-01-31, 2013-04-25, 2013-07-30, 2013-10-29, 2014-01-30, 2014-04-24, 2014-07-29, 2014-10-23, 2015-01-28, 2015-05-03, 2015-08-01, 2015-10-22, 2016-02-04, 2016-04-26, 2016-07-30, 2016-10-28, 2017-02-02, 2017-04-27, 2017-07-27, 2017-10-28, 2018-02-01, 2018-04-26, 2018-08-02, 2018-10-24, 2019-01-31, 2019-04-26, 2019-08-04, 2019-10-24, 2020-01-30, 2020-05-02, 2020-08-02, 2020-10-22, 2021-07-31, 2021-10-28, 2022-04-30, 2022-07-28"
ATI,"2007-07-25, 2008-01-24, 2008-04-23, 2008-07-24, 2008-10-23, 2009-01-22, 2009-04-22, 2010-01-28, 2010-04-28, 2011-01-26, 2011-04-27, 2011-07-28, 2011-10-26, 2012-01-25, 2012-04-25, 2012-07-25, 2012-10-24, 2013-01-23, 2013-04-24, 2013-07-24, 2013-10-23, 2014-01-22, 2014-04-22, 2014-07-22, 2014-10-21, 2015-01-20, 2015-04-21, 2015-07-21, 2015-10-20, 2016-01-26, 2016-04-26, 2016-07-26, 2016-10-25, 2017-01-24, 2017-04-26, 2017-07-25, 2017-10-24, 2018-01-23, 2018-04-24, 2018-07-24, 2018-10-23, 2019-01-22, 2019-04-23, 2019-07-23, 2019-10-31, 2020-02-04, 2020-08-04, 2022-02-02, 2022-05-04, 2022-08-04, 2022-11-02"
